Venda;Compra;Máximo;Mínimo;Variação(R$);Variação(%);Abertura;Data;
3.6875;3.6880;3.6990;3.6419;0.0609;1.679;0.0000;01/09/2015 00:00:00;
3.6260;3.6271;3.6800;3.6175;0.0418;1.166;0.0000;31/08/2015 00:00:00;
3.5833;3.5853;3.5963;3.5518;0.0325;0.915;0.0000;28/08/2015 00:00:00;
3.5521;3.5528;3.5902;3.5418;-0.0486;-1.349;0.0000;27/08/2015 00:00:00;
3.5992;3.6014;3.6525;3.5915;-0.0070;-0.194;0.0000;26/08/2015 00:00:00;
3.6072;3.6084;3.6072;3.5217;0.0559;1.574;0.0000;25/08/2015 00:00:00;
3.5505;3.5525;3.5625;3.5290;0.0565;1.616;0.0000;24/08/2015 00:00:00;
3.4955;3.4960;3.5035;3.4545;0.0364;1.052;0.0000;21/08/2015 00:00:00;
3.4584;3.4596;3.5114;3.4498;-0.0281;-0.806;0.0000;20/08/2015 00:00:00;
3.4858;3.4877;3.5111;3.4596;0.0217;0.626;0.0000;19/08/2015 00:00:00;
3.4641;3.4660;3.5007;3.4561;-0.0163;-0.468;0.0000;18/08/2015 00:00:00;
3.4813;3.4823;3.5027;3.4637;-0.0008;-0.023;0.0000;17/08/2015 00:00:00;
3.4824;3.4831;3.5055;3.4607;-0.0306;-0.871;0.0000;14/08/2015 00:00:00;
3.5130;3.5137;3.5235;3.4855;0.0393;1.131;0.0000;13/08/2015 00:00:00;
3.4739;3.4744;3.5031;3.4544;-0.0234;-0.669;0.0000;12/08/2015 00:00:00;
3.4963;3.4978;3.5118;3.4628;0.0549;1.595;0.0000;11/08/2015 00:00:00;
3.4424;3.4429;3.5163;3.4424;-0.0652;-1.859;0.0000;10/08/2015 00:00:00;
3.5076;3.5081;3.5534;3.4960;-0.0293;-0.828;0.0000;07/08/2015 00:00:00;
3.5354;3.5374;3.5676;3.4880;0.0484;1.387;0.0000;06/08/2015 00:00:00;
3.4885;3.4890;3.4961;3.4549;0.0248;0.716;0.0000;05/08/2015 00:00:00;
3.4622;3.4642;3.4867;3.4336;0.0097;0.281;0.0000;04/08/2015 00:00:00;
3.4525;3.4545;3.4571;3.4215;0.0298;0.870;0.0000;03/08/2015 00:00:00;
3.4242;3.4247;3.4268;3.3416;0.0537;1.593;0.0000;31/07/2015 00:00:00;
3.3700;3.3710;3.3802;3.3510;0.0417;1.253;0.0000;30/07/2015 00:00:00;
3.3281;3.3293;3.3681;3.3191;-0.0397;-1.178;0.0000;29/07/2015 00:00:00;
3.3685;3.3690;3.4270;3.3461;0.0050;0.149;0.0000;28/07/2015 00:00:00;
3.3620;3.3640;3.3775;3.3475;0.0170;0.508;0.0000;27/07/2015 00:00:00;
3.3453;3.3470;3.3537;3.2896;0.0512;1.553;0.0000;24/07/2015 00:00:00;
3.2951;3.2958;3.2966;3.2225;0.0701;2.173;0.0000;23/07/2015 00:00:00;
3.2250;3.2257;3.2325;3.1690;0.0525;1.654;0.0000;22/07/2015 00:00:00;
3.1725;3.1732;3.1990;3.1659;-0.0274;-0.856;0.0000;21/07/2015 00:00:00;
3.1999;3.2006;3.2223;3.1904;0.0067;0.210;0.0000;20/07/2015 00:00:00;
3.1923;3.1939;3.2006;3.1580;0.0357;1.130;0.0000;17/07/2015 00:00:00;
3.1575;3.1582;3.1593;3.1283;0.0222;0.708;0.0000;16/07/2015 00:00:00;
3.1340;3.1360;3.1621;3.1331;-0.0025;-0.080;0.0000;15/07/2015 00:00:00;
3.1370;3.1385;3.1390;3.1162;0.0077;0.246;0.0000;14/07/2015 00:00:00;
3.1303;3.1308;3.1766;3.1303;-0.0304;-0.962;0.0000;13/07/2015 00:00:00;
3.1597;3.1612;3.2369;3.1597;-0.0726;-2.245;0.0000;10/07/2015 00:00:00;
3.2333;3.2338;3.2359;3.1931;0.0513;1.612;0.0000;08/07/2015 00:00:00;
3.1809;3.1825;3.1995;3.1595;0.0404;1.286;0.0000;07/07/2015 00:00:00;
3.1404;3.1421;3.1501;3.1338;0.0028;0.089;0.0000;06/07/2015 00:00:00;
3.1386;3.1393;3.1397;3.1153;0.0433;1.399;0.0000;03/07/2015 00:00:00;
3.0950;3.0960;3.1514;3.0950;-0.0490;-1.558;0.0000;02/07/2015 00:00:00;
3.1443;3.1450;3.1443;3.0980;0.0361;1.161;0.0000;01/07/2015 00:00:00;
3.1082;3.1089;3.1264;3.0898;-0.0106;-0.340;0.0000;30/06/2015 00:00:00;
3.1175;3.1195;3.1487;3.1076;-0.0087;-0.278;0.0000;29/06/2015 00:00:00;
3.1260;3.1282;3.1385;3.1189;0.0001;0.003;0.0000;26/06/2015 00:00:00;
3.1269;3.1281;3.1269;3.0835;0.0267;0.861;0.0000;25/06/2015 00:00:00;
3.1009;3.1014;3.1019;3.0738;0.0235;0.764;0.0000;24/06/2015 00:00:00;
3.0767;3.0779;3.1102;3.0767;-0.0037;-0.120;0.0000;23/06/2015 00:00:00;
3.0799;3.0816;3.1000;3.0680;-0.0205;-0.661;0.0000;22/06/2015 00:00:00;
3.1004;3.1021;3.1005;3.0550;0.0433;1.416;0.0000;19/06/2015 00:00:00;
3.0581;3.0588;3.0610;3.0390;0.0009;0.029;0.0000;18/06/2015 00:00:00;
3.0561;3.0579;3.1029;3.0561;-0.0374;-1.208;0.0000;17/06/2015 00:00:00;
3.0946;3.0953;3.1343;3.0882;-0.0320;-1.023;0.0000;16/06/2015 00:00:00;
3.1266;3.1273;3.1384;3.0953;0.0092;0.295;0.0000;15/06/2015 00:00:00;
3.1164;3.1181;3.1256;3.0975;0.0121;0.390;0.0000;12/06/2015 00:00:00;
3.1053;3.1060;3.1686;3.1038;-0.0087;-0.279;0.0000;11/06/2015 00:00:00;
3.1140;3.1147;3.1158;3.0665;0.0137;0.442;0.0000;10/06/2015 00:00:00;
3.0998;3.1010;3.1120;3.0913;-0.0089;-0.286;0.0000;09/06/2015 00:00:00;
3.1079;3.1099;3.1394;3.1079;-0.0407;-1.292;0.0000;08/06/2015 00:00:00;
3.1499;3.1506;3.1836;3.1099;0.0159;0.507;0.0000;05/06/2015 00:00:00;
3.1326;3.1347;3.1408;3.1043;0.0001;0.003;0.0000;03/06/2015 00:00:00;
3.1339;3.1346;3.1566;3.1281;-0.0397;-1.251;0.0000;02/06/2015 00:00:00;
3.1723;3.1743;3.2085;3.1658;-0.0130;-0.408;0.0000;01/06/2015 00:00:00;
3.1868;3.1873;3.1927;3.1453;0.0235;0.743;0.0000;29/05/2015 00:00:00;
3.1618;3.1638;3.1837;3.1529;0.0186;0.591;0.0000;28/05/2015 00:00:00;
3.1440;3.1452;3.1840;3.1436;-0.0048;-0.152;0.0000;27/05/2015 00:00:00;
3.1480;3.1500;3.1530;3.1187;0.0521;1.682;0.0000;26/05/2015 00:00:00;
3.0959;3.0979;3.1279;3.0958;0.0028;0.090;0.0000;25/05/2015 00:00:00;
3.0944;3.0951;3.0944;3.0218;0.0525;1.725;0.0000;22/05/2015 00:00:00;
3.0421;3.0426;3.0431;3.0050;0.0391;1.302;0.0000;21/05/2015 00:00:00;
3.0030;3.0035;3.0388;3.0023;-0.0377;-1.240;0.0000;20/05/2015 00:00:00;
3.0407;3.0412;3.0407;3.0029;0.0228;0.755;0.0000;19/05/2015 00:00:00;
3.0177;3.0184;3.0279;3.0026;0.0203;0.677;0.0000;18/05/2015 00:00:00;
2.9956;2.9981;3.0129;2.9729;0.0054;0.180;0.0000;15/05/2015 00:00:00;
2.9914;2.9927;3.0274;2.9914;-0.0458;-1.507;0.0000;14/05/2015 00:00:00;
3.0365;3.0385;3.0422;2.9868;0.0190;0.629;0.0000;13/05/2015 00:00:00;
3.0186;3.0195;3.0737;3.0136;-0.0330;-1.081;0.0000;12/05/2015 00:00:00;
3.0520;3.0525;3.0547;2.9887;0.0690;2.313;0.0000;11/05/2015 00:00:00;
2.9810;2.9835;3.0335;2.9771;-0.0440;-1.453;0.0000;08/05/2015 00:00:00;
3.0245;3.0275;3.0604;3.0195;-0.0191;-0.627;0.0000;07/05/2015 00:00:00;
3.0454;3.0466;3.0660;3.0230;-0.0221;-0.720;0.0000;06/05/2015 00:00:00;
3.0682;3.0687;3.0905;3.0480;-0.0120;-0.390;0.0000;05/05/2015 00:00:00;
3.0800;3.0807;3.0908;3.0625;0.0676;2.244;0.0000;04/05/2015 00:00:00;
3.0120;3.0131;3.0177;2.9548;0.0557;1.883;0.0000;30/04/2015 00:00:00;
2.9566;2.9574;2.9622;2.9193;0.0152;0.517;0.0000;29/04/2015 00:00:00;
2.9415;2.9422;2.9415;2.8857;0.0205;0.702;0.0000;28/04/2015 00:00:00;
2.9205;2.9217;2.9550;2.9021;-0.0333;-1.127;0.0000;27/04/2015 00:00:00;
2.9525;2.9550;2.9845;2.9525;-0.0266;-0.892;0.0000;24/04/2015 00:00:00;
2.9791;2.9816;3.0291;2.9741;-0.0267;-0.888;0.0000;23/04/2015 00:00:00;
3.0068;3.0083;3.0995;2.9967;-0.0190;-0.628;0.0000;22/04/2015 00:00:00;
3.0248;3.0273;3.0523;3.0241;-0.0141;-0.464;0.0000;20/04/2015 00:00:00;
3.0407;3.0414;3.0673;3.0083;0.0247;0.819;0.0000;17/04/2015 00:00:00;
3.0149;3.0167;3.0388;3.0018;-0.0176;-0.580;0.0000;16/04/2015 00:00:00;
3.0338;3.0343;3.0909;3.0338;-0.0287;-0.937;0.0000;15/04/2015 00:00:00;
3.0623;3.0630;3.1210;3.0558;-0.0615;-1.968;0.0000;14/04/2015 00:00:00;
3.1230;3.1245;3.1238;3.0857;0.0534;1.739;0.0000;13/04/2015 00:00:00;
3.0704;3.0711;3.0915;3.0611;0.0005;0.016;0.0000;10/04/2015 00:00:00;
3.0685;3.0706;3.0908;3.0258;0.0143;0.468;0.0000;09/04/2015 00:00:00;
3.0548;3.0563;3.1290;3.0527;-0.0778;-2.482;0.0000;08/04/2015 00:00:00;
3.1336;3.1341;3.1419;3.1110;0.0118;0.378;0.0000;07/04/2015 00:00:00;
3.1214;3.1223;3.1239;3.0857;-0.0069;-0.221;0.0000;06/04/2015 00:00:00;
3.1276;3.1292;3.1739;3.1202;-0.0433;-1.365;0.0000;02/04/2015 00:00:00;
3.1718;3.1725;3.1874;3.1430;-0.0184;-0.577;0.0000;01/04/2015 00:00:00;
3.1897;3.1909;3.2600;3.1775;-0.0408;-1.262;0.0000;31/03/2015 00:00:00;
3.2310;3.2317;3.2827;3.2095;-0.0088;-0.272;0.0000;30/03/2015 00:00:00;
3.2383;3.2405;3.2410;3.2012;0.0496;1.554;0.0000;27/03/2015 00:00:00;
3.1884;3.1909;3.2121;3.1768;-0.0125;-0.390;0.0000;26/03/2015 00:00:00;
3.2004;3.2034;3.2004;3.1224;0.0759;2.427;0.0000;25/03/2015 00:00:00;
3.1250;3.1275;3.1659;3.1034;-0.0178;-0.566;0.0000;24/03/2015 00:00:00;
3.1423;3.1453;3.2295;3.1423;-0.0849;-2.628;0.0000;23/03/2015 00:00:00;
3.2279;3.2302;3.3062;3.2073;-0.0663;-2.011;0.0000;20/03/2015 00:00:00;
3.2935;3.2965;3.3055;3.2110;0.0824;2.564;0.0000;19/03/2015 00:00:00;
3.2128;3.2141;3.2747;3.2083;-0.0169;-0.523;0.0000;18/03/2015 00:00:00;
3.2290;3.2310;3.2812;3.2290;-0.0135;-0.416;0.0000;17/03/2015 00:00:00;
3.2438;3.2445;3.2477;3.2089;-0.0045;-0.139;0.0000;16/03/2015 00:00:00;
3.2460;3.2490;3.2685;3.1905;0.0875;2.768;0.0000;13/03/2015 00:00:00;
3.1590;3.1615;3.1608;3.0854;0.0337;1.077;0.0000;12/03/2015 00:00:00;
3.1266;3.1278;3.1355;3.0870;0.0238;0.767;0.0000;11/03/2015 00:00:00;
3.1015;3.1040;3.1607;3.0918;-0.0257;-0.821;0.0000;10/03/2015 00:00:00;
3.1285;3.1297;3.1285;3.0808;0.0732;2.395;0.0000;09/03/2015 00:00:00;
3.0550;3.0565;3.0662;2.9907;0.0450;1.494;0.0000;06/03/2015 00:00:00;
3.0100;3.0115;3.0176;2.9790;0.0308;1.033;0.0000;05/03/2015 00:00:00;
2.9787;2.9807;2.9960;2.9313;0.0527;1.800;0.0000;04/03/2015 00:00:00;
2.9260;2.9280;2.9260;2.8922;0.0329;1.136;0.0000;03/03/2015 00:00:00;
2.8942;2.8951;2.8942;2.8555;0.0391;1.369;0.0000;02/03/2015 00:00:00;
2.8545;2.8560;2.9168;2.8499;-0.0292;-1.012;0.0000;27/02/2015 00:00:00;
2.8845;2.8852;2.8909;2.8437;0.0171;0.596;0.0000;26/02/2015 00:00:00;
2.8666;2.8681;2.8832;2.8412;0.0347;1.225;0.0000;25/02/2015 00:00:00;
2.8327;2.8334;2.8822;2.8311;-0.0458;-1.591;0.0000;24/02/2015 00:00:00;
2.8782;2.8792;2.8998;2.8638;0.0004;0.014;0.0000;23/02/2015 00:00:00;
2.8773;2.8788;2.8828;2.8567;0.0131;0.457;0.0000;20/02/2015 00:00:00;
2.8647;2.8657;2.8672;2.8395;0.0235;0.827;0.0000;19/02/2015 00:00:00;
2.8410;2.8422;2.8470;2.8330;0.0109;0.385;0.0000;18/02/2015 00:00:00;
2.8298;2.8313;2.8544;2.8169;0.0104;0.369;0.0000;13/02/2015 00:00:00;
2.8194;2.8209;2.8767;2.8194;-0.0533;-1.854;0.0000;12/02/2015 00:00:00;
2.8727;2.8742;2.8791;2.8480;0.0378;1.333;0.0000;11/02/2015 00:00:00;
2.8349;2.8364;2.8349;2.7879;0.0590;2.124;0.0000;10/02/2015 00:00:00;
2.7767;2.7774;2.7917;2.7753;-0.0008;-0.029;0.0000;09/02/2015 00:00:00;
2.7767;2.7782;2.7802;2.7497;0.0367;1.339;0.0000;06/02/2015 00:00:00;
2.7400;2.7415;2.7588;2.7255;-0.0005;-0.018;0.0000;05/02/2015 00:00:00;
2.7405;2.7420;2.7470;2.6958;0.0480;1.782;0.0000;04/02/2015 00:00:00;
2.6925;2.6940;2.7167;2.6906;-0.0212;-0.781;0.0000;03/02/2015 00:00:00;
2.7142;2.7152;2.7169;2.6670;0.0258;0.959;0.0000;02/02/2015 00:00:00;
2.6886;2.6894;2.6895;2.6397;0.0773;2.959;0.0000;30/01/2015 00:00:00;
2.6113;2.6121;2.6140;2.5899;0.0352;1.366;0.0000;29/01/2015 00:00:00;
2.5750;2.5769;2.5895;2.5707;0.0063;0.245;0.0000;28/01/2015 00:00:00;
2.5691;2.5706;2.5964;2.5676;-0.0199;-0.768;0.0000;27/01/2015 00:00:00;
2.5888;2.5905;2.6043;2.5820;0.0016;0.062;0.0000;26/01/2015 00:00:00;
2.5880;2.5889;2.5974;2.5705;0.0144;0.559;0.0000;23/01/2015 00:00:00;
2.5730;2.5745;2.5882;2.5554;-0.0321;-1.231;0.0000;22/01/2015 00:00:00;
2.6061;2.6066;2.6097;2.5872;-0.0084;-0.321;0.0000;21/01/2015 00:00:00;
2.6130;2.6150;2.6517;2.6073;-0.0410;-1.544;0.0000;20/01/2015 00:00:00;
2.6545;2.6560;2.6545;2.6199;0.0348;1.328;0.0000;19/01/2015 00:00:00;
2.6203;2.6212;2.6316;2.6160;-0.0210;-0.795;0.0000;16/01/2015 00:00:00;
2.6415;2.6422;2.6415;2.5985;0.0209;0.797;0.0000;15/01/2015 00:00:00;
2.6206;2.6213;2.6481;2.6074;-0.0156;-0.592;0.0000;14/01/2015 00:00:00;
2.6360;2.6369;2.6797;2.6276;-0.0313;-1.173;0.0000;13/01/2015 00:00:00;
2.6652;2.6682;2.6731;2.6337;0.0292;1.106;0.0000;12/01/2015 00:00:00;
2.6375;2.6390;2.6719;2.6320;-0.0334;-1.250;0.0000;09/01/2015 00:00:00;
2.6714;2.6724;2.7004;2.6635;-0.0311;-1.150;0.0000;08/01/2015 00:00:00;
2.7022;2.7035;2.7050;2.6753;0.0016;0.059;0.0000;07/01/2015 00:00:00;
2.7010;2.7019;2.7219;2.6927;-0.0068;-0.251;0.0000;06/01/2015 00:00:00;
2.7080;2.7087;2.7285;2.7042;0.0162;0.602;0.0000;05/01/2015 00:00:00;
2.6914;2.6925;2.7065;2.6766;0.0338;1.271;0.0000;02/01/2015 00:00:00;
2.6575;2.6587;2.7002;2.6469;-0.0484;-1.788;0.0000;30/12/2014 00:00:00;
2.7058;2.7071;2.7059;2.6699;0.0330;1.234;0.0000;29/12/2014 00:00:00;
2.6723;2.6741;2.6962;2.6723;-0.0224;-0.831;0.0000;26/12/2014 00:00:00;
2.6950;2.6965;2.6950;2.6930;-0.0080;-0.296;0.0000;24/12/2014 00:00:00;
2.7027;2.7045;2.7076;2.6553;0.0437;1.642;0.0000;23/12/2014 00:00:00;
2.6601;2.6608;2.6627;2.6455;0.0034;0.128;0.0000;22/12/2014 00:00:00;
2.6566;2.6574;2.6663;2.6440;0.0024;0.090;0.0000;19/12/2014 00:00:00;
2.6531;2.6550;2.6872;2.6450;-0.0468;-1.732;0.0000;18/12/2014 00:00:00;
2.7011;2.7018;2.7483;2.6907;-0.0337;-1.232;0.0000;17/12/2014 00:00:00;
2.7342;2.7355;2.7555;2.6940;0.0502;1.869;0.0000;16/12/2014 00:00:00;
2.6846;2.6853;2.6948;2.6535;0.0341;1.286;0.0000;15/12/2014 00:00:00;
2.6492;2.6512;2.6747;2.6482;0.0036;0.136;0.0000;12/12/2014 00:00:00;
2.6459;2.6476;2.6498;2.6153;0.0351;1.344;0.0000;11/12/2014 00:00:00;
2.6105;2.6125;2.6159;2.5880;0.0144;0.554;0.0000;10/12/2014 00:00:00;
2.5976;2.5981;2.6116;2.5881;-0.0134;-0.513;0.0000;09/12/2014 00:00:00;
2.6100;2.6115;2.6157;2.5870;0.0182;0.702;0.0000;08/12/2014 00:00:00;
2.5918;2.5933;2.6060;2.5772;0.0035;0.135;0.0000;05/12/2014 00:00:00;
2.5891;2.5898;2.5898;2.5645;0.0331;1.295;0.0000;04/12/2014 00:00:00;
2.5554;2.5567;2.5842;2.5495;-0.0190;-0.738;0.0000;03/12/2014 00:00:00;
2.5737;2.5757;2.5782;2.5589;0.0171;0.668;0.0000;02/12/2014 00:00:00;
2.5579;2.5586;2.5778;2.5465;-0.0130;-0.506;0.0000;01/12/2014 00:00:00;
2.5701;2.5716;2.5792;2.5426;0.0421;1.664;0.0000;28/11/2014 00:00:00;
2.5280;2.5295;2.5280;2.4991;0.0225;0.897;0.0000;27/11/2014 00:00:00;
2.5063;2.5070;2.5310;2.4951;-0.0297;-1.171;0.0000;26/11/2014 00:00:00;
2.5361;2.5367;2.5430;2.5195;-0.0121;-0.475;0.0000;25/11/2014 00:00:00;
2.5473;2.5488;2.5510;2.5078;0.0272;1.079;0.0000;24/11/2014 00:00:00;
2.5196;2.5216;2.5531;2.5132;-0.0527;-2.047;0.0000;21/11/2014 00:00:00;
2.5718;2.5743;2.5718;2.5700;-0.0014;-0.054;0.0000;20/11/2014 00:00:00;
2.5745;2.5757;2.5969;2.5744;-0.0146;-0.564;0.0000;19/11/2014 00:00:00;
2.5891;2.5903;2.6025;2.5875;-0.0110;-0.423;0.0000;18/11/2014 00:00:00;
2.6007;2.6013;2.6170;2.5809;0.0006;0.023;0.0000;17/11/2014 00:00:00;
2.5978;2.6007;2.6274;2.5942;0.0059;0.227;0.0000;14/11/2014 00:00:00;
2.5930;2.5948;2.6015;2.5624;0.0307;1.197;0.0000;13/11/2014 00:00:00;
2.5628;2.5641;2.5649;2.5365;0.0064;0.250;0.0000;12/11/2014 00:00:00;
2.5572;2.5577;2.5692;2.5546;0.0084;0.330;0.0000;11/11/2014 00:00:00;
2.5487;2.5493;2.5545;2.5330;-0.0141;-0.550;0.0000;10/11/2014 00:00:00;
2.5628;2.5634;2.5827;2.5510;0.0027;0.105;0.0000;07/11/2014 00:00:00;
2.5592;2.5607;2.5592;2.5040;0.0458;1.821;0.0000;06/11/2014 00:00:00;
2.5134;2.5149;2.5239;2.5069;0.0095;0.379;0.0000;05/11/2014 00:00:00;
2.5049;2.5054;2.5290;2.4990;0.0049;0.196;0.0000;04/11/2014 00:00:00;
2.4987;2.5005;2.5070;2.4604;0.0218;0.879;0.0000;03/11/2014 00:00:00;
2.4772;2.4787;2.4772;2.4029;0.0708;2.940;0.0000;31/10/2014 00:00:00;
2.4064;2.4079;2.4255;2.3941;-0.0605;-2.451;0.0000;30/10/2014 00:00:00;
2.4664;2.4684;2.4667;2.4272;-0.0056;-0.226;0.0000;29/10/2014 00:00:00;
2.4715;2.4740;2.5040;2.4705;-0.0489;-1.938;0.0000;28/10/2014 00:00:00;
2.5223;2.5229;2.5529;2.5153;0.0659;2.682;0.0000;27/10/2014 00:00:00;
2.4565;2.4570;2.4974;2.4530;-0.0567;-2.256;0.0000;24/10/2014 00:00:00;
2.5130;2.5137;2.5135;2.4877;0.0335;1.351;0.0000;23/10/2014 00:00:00;
2.4789;2.4802;2.4909;2.4695;0.0036;0.145;0.0000;22/10/2014 00:00:00;
2.4759;2.4766;2.4955;2.4632;0.0129;0.524;0.0000;21/10/2014 00:00:00;
2.4632;2.4637;2.4632;2.4498;0.0312;1.283;0.0000;20/10/2014 00:00:00;
2.4318;2.4325;2.4614;2.4294;-0.0320;-1.298;0.0000;17/10/2014 00:00:00;
2.4630;2.4645;2.4942;2.4575;0.0070;0.285;0.0000;16/10/2014 00:00:00;
2.4570;2.4575;2.4570;2.4118;0.0570;2.375;0.0000;15/10/2014 00:00:00;
2.3990;2.4005;2.4036;2.3934;0.0078;0.326;0.0000;14/10/2014 00:00:00;
2.3917;2.3927;2.3960;2.3807;-0.0309;-1.275;0.0000;13/10/2014 00:00:00;
2.4226;2.4236;2.4229;2.4030;0.0257;1.072;0.0000;10/10/2014 00:00:00;
2.3967;2.3979;2.4015;2.3645;0.0119;0.499;0.0000;09/10/2014 00:00:00;
2.3835;2.3860;2.4287;2.3765;-0.0163;-0.679;0.0000;08/10/2014 00:00:00;
2.4013;2.4023;2.4205;2.3901;-0.0243;-1.001;0.0000;07/10/2014 00:00:00;
2.4259;2.4266;2.4309;2.3840;-0.0352;-1.430;0.0000;06/10/2014 00:00:00;
2.4613;2.4618;2.5038;2.4613;-0.0300;-1.204;0.0000;03/10/2014 00:00:00;
2.4908;2.4918;2.4940;2.4693;0.0070;0.282;0.0000;02/10/2014 00:00:00;
2.4843;2.4848;2.4871;2.4511;0.0368;1.503;0.0000;01/10/2014 00:00:00;
2.4475;2.4480;2.4604;2.4450;-0.0077;-0.314;0.0000;30/09/2014 00:00:00;
2.4552;2.4557;2.4762;2.4447;0.0397;1.643;0.0000;29/09/2014 00:00:00;
2.4150;2.4160;2.4413;2.4103;-0.0139;-0.572;0.0000;26/09/2014 00:00:00;
2.4294;2.4299;2.4299;2.3999;0.0464;1.947;0.0000;25/09/2014 00:00:00;
2.3830;2.3835;2.4133;2.3830;-0.0235;-0.976;0.0000;24/09/2014 00:00:00;
2.4065;2.4070;2.4118;2.3886;0.0126;0.526;0.0000;23/09/2014 00:00:00;
2.3934;2.3944;2.3970;2.3842;0.0217;0.915;0.0000;22/09/2014 00:00:00;
2.3715;2.3727;2.3817;2.3537;0.0077;0.326;0.0000;19/09/2014 00:00:00;
2.3645;2.3650;2.3740;2.3585;0.0074;0.314;0.0000;18/09/2014 00:00:00;
2.3564;2.3576;2.3624;2.3284;0.0290;1.245;0.0000;17/09/2014 00:00:00;
2.3279;2.3286;2.3416;2.3195;-0.0153;-0.653;0.0000;16/09/2014 00:00:00;
2.3434;2.3439;2.3490;2.3310;0.0088;0.377;0.0000;15/09/2014 00:00:00;
2.3349;2.3351;2.3435;2.3037;0.0379;1.650;0.0000;12/09/2014 00:00:00;
2.2967;2.2972;2.2967;2.2834;0.0060;0.262;0.0000;11/09/2014 00:00:00;
2.2906;2.2912;2.2993;2.2873;0.0050;0.219;0.0000;10/09/2014 00:00:00;
2.2852;2.2862;2.2900;2.2745;0.0207;0.914;0.0000;09/09/2014 00:00:00;
2.2640;2.2655;2.2720;2.2434;0.0259;1.156;0.0000;08/09/2014 00:00:00;
2.2386;2.2396;2.2478;2.2370;-0.0038;-0.169;0.0000;05/09/2014 00:00:00;
2.2424;2.2434;2.2470;2.2306;0.0072;0.322;0.0000;04/09/2014 00:00:00;
2.2357;2.2362;2.2357;2.2302;-0.0043;-0.192;0.0000;03/09/2014 00:00:00;
2.2395;2.2405;2.2553;2.2395;-0.0043;-0.192;0.0000;02/09/2014 00:00:00;
2.2443;2.2448;2.2443;2.2330;0.0058;0.259;0.0000;01/09/2014 00:00:00;
2.2380;2.2390;2.2430;2.2340;-0.0003;-0.013;0.0000;29/08/2014 00:00:00;
2.2388;2.2393;2.2556;2.2368;-0.0063;-0.281;0.0000;28/08/2014 00:00:00;
2.2449;2.2456;2.2640;2.2449;-0.0186;-0.821;0.0000;27/08/2014 00:00:00;
2.2636;2.2642;2.2853;2.2636;-0.0263;-1.148;0.0000;26/08/2014 00:00:00;
2.2900;2.2905;2.2900;2.2759;0.0101;0.443;0.0000;25/08/2014 00:00:00;
2.2794;2.2804;2.2836;2.2723;0.0121;0.533;0.0000;22/08/2014 00:00:00;
2.2676;2.2683;2.2676;2.2531;0.0052;0.230;0.0000;21/08/2014 00:00:00;
2.2625;2.2631;2.2625;2.2495;0.0129;0.573;0.0000;20/08/2014 00:00:00;
2.2496;2.2502;2.2629;2.2471;-0.0084;-0.372;0.0000;19/08/2014 00:00:00;
2.2581;2.2586;2.2624;2.2543;-0.0054;-0.239;0.0000;18/08/2014 00:00:00;
2.2625;2.2640;2.2736;2.2586;-0.0055;-0.242;0.0000;15/08/2014 00:00:00;
2.2680;2.2695;2.2796;2.2656;-0.0092;-0.404;0.0000;14/08/2014 00:00:00;
2.2782;2.2787;2.2840;2.2643;0.0002;0.009;0.0000;13/08/2014 00:00:00;
2.2774;2.2785;2.2820;2.2733;0.0040;0.176;0.0000;12/08/2014 00:00:00;
2.2735;2.2745;2.2808;2.2712;-0.0124;-0.542;0.0000;11/08/2014 00:00:00;
2.2859;2.2869;2.3047;2.2815;-0.0090;-0.392;0.0000;08/08/2014 00:00:00;
2.2954;2.2959;2.2974;2.2731;0.0223;0.981;0.0000;07/08/2014 00:00:00;
2.2731;2.2736;2.2916;2.2713;-0.0091;-0.399;0.0000;06/08/2014 00:00:00;
2.2822;2.2827;2.2850;2.2665;0.0202;0.893;0.0000;05/08/2014 00:00:00;
2.2610;2.2625;2.2642;2.2496;0.0020;0.088;0.0000;04/08/2014 00:00:00;
2.2595;2.2605;2.2805;2.2514;-0.0094;-0.414;0.0000;01/08/2014 00:00:00;
2.2689;2.2699;2.2689;2.2520;0.0272;1.213;0.0000;31/07/2014 00:00:00;
2.2422;2.2427;2.2575;2.2336;0.0116;0.520;0.0000;30/07/2014 00:00:00;
2.2301;2.2311;2.2301;2.2240;0.0076;0.342;0.0000;29/07/2014 00:00:00;
2.2230;2.2235;2.2337;2.2220;-0.0040;-0.180;0.0000;28/07/2014 00:00:00;
2.2265;2.2275;2.2314;2.2245;0.0062;0.279;0.0000;25/07/2014 00:00:00;
2.2203;2.2213;2.2218;2.2165;0.0008;0.036;0.0000;24/07/2014 00:00:00;
2.2195;2.2205;2.2220;2.2150;0.0087;0.393;0.0000;23/07/2014 00:00:00;
2.2108;2.2118;2.2235;2.2080;-0.0121;-0.544;0.0000;22/07/2014 00:00:00;
2.2229;2.2239;2.2290;2.2189;-0.0044;-0.197;0.0000;21/07/2014 00:00:00;
2.2279;2.2283;2.2418;2.2268;-0.0305;-1.350;0.0000;18/07/2014 00:00:00;
2.2578;2.2588;2.2582;2.2299;0.0365;1.642;0.0000;17/07/2014 00:00:00;
2.2213;2.2223;2.2273;2.2140;0.0012;0.054;0.0000;16/07/2014 00:00:00;
